,i1,i2,i3,x,y
0,0.7112590000513824,0.9062945996559467,0.7361871838654909,1.2775834118076586,1.2156594182497518
1,0.9370066704716213,0.8075425226509151,0.8472200910513608,1.1346253754589062,0.8973663490550086
2,0.8977543708691551,0.9058984419281559,0.6244824187328374,0.5385869638716834,0.5845941907926372
3,0.9050816739405956,0.7594595351478038,0.9389526804033566,0.9055264345308843,1.2717516715454014
4,0.7211235116159618,0.3982020313594151,0.5795317165484449,0.7452870409847048,1.277765810284735
5,0.6252618416302067,0.4521782448290063,0.8445572112453582,1.0597390040067785,0.5533524016688935
6,0.5301744356456749,0.608184759718917,0.3556784148676824,0.7726957558623722,0.8955310305671114
7,0.79331173710817,0.74490099117156,1.165246332930813,1.0979732238725848,1.0010828306756403
8,0.8018148775125375,0.7086410066128335,0.6021111697146453,1.1063562356812533,1.2111052474258934
9,0.5762553615720603,0.8701532583218303,0.47095654960688405,0.587025401946565,0.8310086181645779
10,0.8259704634348243,1.0462880811461877,0.5668521619840668,0.9409628216681795,1.43535485587345
11,0.8523180504165919,0.5260286404033149,0.7554072640040146,0.9926710783813651,0.7037362755502212
12,0.6418498110622982,0.6369526447312814,0.45895053148780096,0.8828340209544151,1.1592488583844176
13,0.6768908719181826,1.185357625722702,1.0430308822624794,0.4328040465283204,0.9144454523576033
14,0.6231739987600714,0.6761949301032537,0.4302803464060212,0.62974239203879,0.7648477890867043
15,0.5867745560585849,0.6060206281699452,0.7544110373851527,0.92960737736005,0.4219378095410109
16,0.6559154832875822,0.6150712976250532,0.6357580849662526,0.8718719311854675,1.4483790316970266
17,0.5375479696607648,0.7487665349765127,0.8479040471515221,0.9968000162902021,0.9186787914292955
18,0.5149490526000238,0.6154350696521907,0.6722452979997815,1.2873355140054834,0.6528049215777607
19,1.0193481737024217,0.9411631085751813,0.7055258325619127,1.0643936772771296,1.5589974130498834
20,0.7528911837044538,1.130830625481244,0.7354654917077493,0.9466757452846768,0.6049410236116581
21,0.7874355757563023,1.1302331873686247,1.0007498714595404,1.0182221167373828,1.678156836955988
22,0.8437462103362895,0.7982754511171135,0.7935633315562196,1.0634520926806885,1.556284254879215
23,1.0231433012424902,0.4913425797732631,0.7742646034181053,0.7086519509456615,1.422293431133544
24,1.0166303560126944,0.3927638599699763,0.8148451771733118,1.2712724537610929,0.9657286430332054
25,0.8650629372490706,0.859976645634844,1.0195380370399612,0.7643733693971776,0.6030149117943324
